name,measure,measure_info,geo_type_name,geo_place_name,data_value,Stations,Final Date
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),8.84,Winter,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),8.28,Summer,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),6.89,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),7.88,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),8.47,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),7.03,Summer,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Park Slope and Carroll Gardens (CD6),9.0,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),11.05,Summer,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),14.37,Winter,2010
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),9.46,Annual,2013
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),10.44,Winter,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),7.94,Annual,2017
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Ridgewood - Forest Hills,22.5,Annual,2015
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,Ridgewood - Forest Hills,0.2,Annual,2015
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Fordham - Bronx Pk,65.0,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,6.79,Annual,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,10.95,Summer,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,13.86,Winter,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,10.33,Winter,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),18.6,Annual,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,13.26,Annual,2021
Ozone (O3),Mean,ppb,UHF42,Ridgewood - Forest Hills,32.97,Summer,2011
Ozone (O3),Mean,ppb,UHF42,Ridgewood - Forest Hills,33.32,Summer,2010
Ozone (O3),Mean,ppb,UHF42,Ridgewood - Forest Hills,33.48,Summer,2016
Ozone (O3),Mean,ppb,UHF42,Upper East Side,30.17,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Ridgewood - Forest Hills,18.51,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Ridgewood - Forest Hills,23.39,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,13.07,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,12.83,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),10.38,Summer,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),8.14,Annual,2013
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),6.54,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),9.43,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),9.37,Annual,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),7.9,Summer,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),6.61,Winter,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),5.69,Annual,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),9.59,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),9.46,Annual,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),8.03,Summer,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),7.76,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),6.58,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),11.02,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),11.32,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),11.37,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),11.06,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),9.12,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),7.88,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),24.25,Winter,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),16.39,Annual,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),9.5,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),14.61,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),14.44,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Sheepshead Bay (CD15),21.6,Winter,2015
Annual vehicle miles traveled,million miles,per km2,CD,Sheepshead Bay (CD15),19.9,Annual,2005
Annual vehicle miles traveled,million miles,per km2,CD,Coney Island (CD13),17.1,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Queens Village (CD13),29.7,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Queens Village (CD13),30.1,Annual,2016
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Queens Village (CD13),0.6,Annual,2005
Annual vehicle miles travelled (trucks),million miles,per km2,CD,Queens Village (CD13),0.6,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),13.04,Annual,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Coney Island (CD13),12.93,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),11.52,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),16.33,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),17.0,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Borough Park (CD12),19.12,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Williamsbridge and Baychester (CD12),15.7,Summer,2012
Annual vehicle miles traveled,million miles,per km2,CD,South Ozone Park and Howard Beach (CD10),28.5,Annual,2005
Annual vehicle miles traveled,million miles,per km2,CD,South Ozone Park and Howard Beach (CD10),32.3,Annual,2016
Annual vehicle miles traveled,million miles,per km2,CD,Jamaica and Hollis (CD12),18.7,Annual,2005
Annual vehicle miles traveled,million miles,per km2,CD,Jamaica and Hollis (CD12),16.8,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,18.02,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Port Richmond,18.78,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,23.14,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Bay Ridge and Dyker Heights (CD10),18.24,Annual,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),23.04,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),25.64,Winter,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),18.6,Annual,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),13.81,Summer,2017
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),9.38,Summer,2020
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Long Island City - Astoria,25.09,Annual,2012
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Long Island City - Astoria,21.8,Annual,2015
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Washington Heights,40.42,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),24.45,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),9.6,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),9.0,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),8.78,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),7.42,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),7.19,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),9.79,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),9.08,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Crown Heights and Lefferts Gardens (CD9),8.41,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morris Park and Bronxdale (CD11),7.08,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morris Park and Bronxdale (CD11),8.59,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),10.25,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),8.28,Summer,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),8.29,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Crown Heights and Lefferts Gardens (CD9),6.95,Winter,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),9.69,Annual,2011
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),9.72,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),8.22,Annual,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),5.99,Annual,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),6.89,Winter,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),9.95,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),9.17,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),7.72,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),17.52,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),17.63,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),18.69,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),24.07,Annual,2009
Nitrogen dioxide (NO2),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),23.3,Annual,2011
Ozone (O3),Mean,ppb,CD,Morningside Heights and Hamilton Heights (CD9),28.77,Summer,2015
Ozone (O3),Mean,ppb,CD,Parkchester and Soundview (CD9),31.19,Summer,2015
Ozone (O3),Mean,ppb,CD,Bayside and Little Neck (CD11),31.36,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,South Crown Heights and Lefferts Gardens (CD9),15.88,Summer,2015
Ozone (O3),Mean,ppb,CD,Kew Gardens and Woodhaven (CD9),30.81,Summer,2013
Ozone (O3),Mean,ppb,CD,Bayside and Little Neck (CD11),30.34,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),14.96,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),14.43,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),16.78,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Bayside and Little Neck (CD11),16.09,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,10.51,Winter,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,13.92,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,10.1,Winter,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,10.37,Summer,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,14.46,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,14.42,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,10.44,Summer,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Chelsea-Village,8.5,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,7.66,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,6.06,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,7.25,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,9.75,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,9.61,Summer,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,10.41,Summer,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Fordham - Bronx Pk,10.29,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,7.0,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,8.53,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,12.22,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,9.53,Annual,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,8.94,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,9.6,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,11.46,Summer,2013
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,8.14,Annual,2018
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,9.8,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,7.99,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,9.23,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bensonhurst - Bay Ridge,9.18,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bensonhurst - Bay Ridge,8.95,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,8.75,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,7.16,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,7.18,Summer,2019
Ozone (O3),Mean,ppb,UHF34,East Harlem,28.87,Summer,2013
Ozone (O3),Mean,ppb,UHF34,Flushing - Clearview,31.43,Summer,2013
Ozone (O3),Mean,ppb,UHF34,Flushing - Clearview,30.79,Summer,2021
Ozone (O3),Mean,ppb,UHF34,Upper East Side-Gramercy,27.41,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper West Side,22.74,Summer,2013
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper East Side-Gramercy,25.89,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Chelsea-Village,31.0,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Chelsea-Village,27.55,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Chelsea-Village,26.64,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Chelsea-Village,19.44,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper East Side-Gramercy,31.46,Summer,2012
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Upper East Side-Gramercy,27.31,Annual,2016
Ozone (O3),Mean,ppb,UHF34,Bedford Stuyvesant - Crown Heights,31.18,Summer,2015
Ozone (O3),Mean,ppb,UHF34,Bedford Stuyvesant - Crown Heights,30.46,Summer,2019
Ozone (O3),Mean,ppb,UHF34,East New York,32.58,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,7.02,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,6.12,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,9.17,Annual,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,9.35,Annual,2009
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,11.24,Summer,2011
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,11.58,Summer,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,7.68,Winter,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,7.8,Summer,2016
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,6.5,Winter,2020
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,13.62,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,13.49,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Fordham - Bronx Pk,14.47,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Fordham - Bronx Pk,6.7,Annual,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,13.3,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,8.11,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,10.29,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,9.52,Summer,2015
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,10.53,Winter,2012
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,9.68,Annual,2010
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,7.76,Summer,2019
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Harlem,7.39,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,10.16,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,18.34,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,18.87,Winter,2020
Ozone (O3),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),29.87,Summer,2011
Ozone (O3),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),31.31,Summer,2010
Ozone (O3),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),32.27,Summer,2016
Ozone (O3),Mean,ppb,CD,Crown Heights and Prospect Heights (CD8),30.7,Summer,2011
Ozone (O3),Mean,ppb,CD,Crown Heights and Prospect Heights (CD8),31.68,Summer,2010
Ozone (O3),Mean,ppb,CD,Crown Heights and Prospect Heights (CD8),32.54,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),22.27,Winter,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),13.27,Summer,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),19.89,Winter,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),21.9,Summer,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Park Slope and Carroll Gardens (CD6),21.44,Summer,2011
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Ridgewood - Forest Hills,21.48,Winter,2020
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Flushing - Clearview,18.5,Annual,2017
Annual vehicle miles traveled,million miles,per km2,CD,Crown Heights and Prospect Heights (CD8),26.4,Annual,2005
Annual vehicle miles traveled,million miles,per km2,CD,Crown Heights and Prospect Heights (CD8),26.4,Annual,2016
Annual vehicle miles traveled,million miles,per km2,UHF42,Ridgewood - Forest Hills,26.3,Annual,2005
Annual vehicle miles traveled,million miles,per km2,UHF42,Flushing - Clearview,19.6,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Crown Heights and Prospect Heights (CD8),25.3,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Crown Heights and Prospect Heights (CD8),25.1,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,CD,Belmont and East Tremont (CD6),32.5,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,CD,Belmont and East Tremont (CD6),34.6,Annual,2005
Annual vehicle miles travelled (cars),million miles,per km2,CD,Riverdale and Fieldston (CD8),15.4,Annual,2016
Annual vehicle miles travelled (cars),million miles,per km2,CD,Hillcrest and Fresh Meadows (CD8),34.9,Annual,2005
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),13.67,Summer,2014
Nitrogen dioxide (NO2),Mean,ppb,CD,Hillcrest and Fresh Meadows (CD8),18.34,Annual,2015
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Flushing - Clearview,28.98,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Flushing - Clearview,19.25,Summer,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),7.37,Winter,2019
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),7.48,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),11.25,Summer,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,20.91,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,20.89,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,15.47,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Long Island City - Astoria,18.77,Summer,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),8.46,Summer,2021
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),9.13,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Williamsbridge and Baychester (CD12),9.03,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),8.45,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),8.12,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),8.81,Annual,2012
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),13.04,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,CD,Throgs Neck and Co-op City (CD10),6.7,Annual,2019
Fine particles (PM 2.5),Mean,mcg/m3,CD,Williamsbridge and Baychester (CD12),12.16,Winter,2013
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),7.46,Winter,2017
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),12.64,Winter,2008
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),6.23,Annual,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,South Ozone Park and Howard Beach (CD10),8.99,Summer,2020
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),22.86,Winter,2011
Nitrogen dioxide (NO2),Mean,ppb,CD,Jamaica and Hollis (CD12),25.48,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),8.84,Summer,2017
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),8.22,Summer,2018
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),7.63,Winter,2016
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),6.78,Summer,2020
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),9.77,Winter,2009
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),8.83,Annual,2014
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),6.53,Annual,2021
Fine particles (PM 2.5),Mean,mcg/m3,CD,Borough Park (CD12),12.59,Winter,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),23.86,Winter,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),11.81,Annual,2015
Ozone (O3),Mean,ppb,CD,Jackson Heights (CD3),30.34,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,East Flatbush (CD17),23.63,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatlands and Canarsie (CD18),19.16,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatlands and Canarsie (CD18),10.83,Summer,2015
Nitrogen dioxide (NO2),Mean,ppb,CD,Bedford Stuyvesant (CD3),27.47,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Bedford Stuyvesant (CD3),25.68,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Bedford Stuyvesant (CD3),15.35,Summer,2019
Nitrogen dioxide (NO2),Mean,ppb,CD,Jackson Heights (CD3),25.64,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),25.25,Annual,2010
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),26.7,Winter,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),11.44,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),11.01,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Jackson Heights (CD3),12.68,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),13.13,Summer,2021
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),21.21,Annual,2016
Nitrogen dioxide (NO2),Mean,ppb,CD,Elmhurst and Corona (CD4),19.94,Annual,2018
Nitrogen dioxide (NO2),Mean,ppb,CD,Morrisania and Crotona (CD3),23.02,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Flatlands and Canarsie (CD18),17.25,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Bedford Stuyvesant (CD3),23.5,Annual,2012
Nitrogen dioxide (NO2),Mean,ppb,CD,Jackson Heights (CD3),22.55,Annual,2012
