unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
213801,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2013-14,2013-12-01T00:00:00.000,11.73
213803,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2013-14,2013-12-01T00:00:00.000,11.06
168443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2008-09,2008-12-01T00:00:00.000,12.79
606043,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,2017-12-01T00:00:00.000,7.64
650041,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2019,2019-01-01T00:00:00.000,6.20
216574,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,2011-06-01T00:00:00.000,32.52
165888,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2010-11,2010-12-01T00:00:00.000,32.73
169555,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2013,2013-06-01T00:00:00.000,10.28
411046,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2016,2015-12-31T00:00:00.000,8.09
168570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Winter 2010-11,2010-12-01T00:00:00.000,11.52
169337,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2009,2009-06-01T00:00:00.000,10.39
742518,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2021,2021-01-01T00:00:00.000,6.25
650968,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2019,2019-06-01T00:00:00.000,27.77
338234,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2015,2015-06-01T00:00:00.000,31.57
650984,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2019,2019-06-01T00:00:00.000,29.95
338236,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2015,2015-06-01T00:00:00.000,31.81
650979,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2019,2019-06-01T00:00:00.000,27.73
216371,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2012,2012-06-01T00:00:00.000,33.02
216372,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2013,2013-06-01T00:00:00.000,29.73
216293,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2012,2012-06-01T00:00:00.000,28.81
216294,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2013,2013-06-01T00:00:00.000,26.10
216521,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2012,2012-06-01T00:00:00.000,33.63
216629,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2012,2012-06-01T00:00:00.000,35.26
216443,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2012,2012-06-01T00:00:00.000,32.90
216444,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2013,2013-06-01T00:00:00.000,30.37
743591,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01T00:00:00.000,30.23
743605,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2021,2021-06-01T00:00:00.000,30.45
743604,386,Ozone (O3),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2021,2021-06-01T00:00:00.000,30.30
216545,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2012,2012-06-01T00:00:00.000,33.72
216546,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2013,2013-06-01T00:00:00.000,30.74
743622,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2021,2021-06-01T00:00:00.000,30.39
411088,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2016,2015-12-31T00:00:00.000,7.79
606014,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2018,2018-01-01T00:00:00.000,7.13
742514,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2021,2021-06-01T00:00:00.000,8.31
411142,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2016,2015-12-31T00:00:00.000,6.62
606068,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2018,2018-01-01T00:00:00.000,6.19
742568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01T00:00:00.000,7.58
742526,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2021,2021-06-01T00:00:00.000,8.50
606029,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Annual Average 2018,2018-01-01T00:00:00.000,7.16
742529,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2021,2021-06-01T00:00:00.000,8.51
169500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2012,2012-06-01T00:00:00.000,10.04
741286,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2020-21,2020-12-01T00:00:00.000,20.09
412774,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2016,2015-12-31T00:00:00.000,15.91
603047,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2018,2018-01-01T00:00:00.000,14.49
154614,643,Annual vehicle miles traveled,million miles,per km2,CD,413,Queens Village (CD13),2005,2005-01-01T00:00:00.000,30.40
325295,643,Annual vehicle miles traveled,million miles,per km2,CD,413,Queens Village (CD13),2016,2016-01-01T00:00:00.000,30.80
219987,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2013,2013-06-01T00:00:00.000,31.60
550100,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2017,2017-01-01T00:00:00.000,15.09
167783,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2013,2012-12-01T00:00:00.000,16.78
165895,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2010-11,2010-12-01T00:00:00.000,26.08
166662,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2009,2009-06-01T00:00:00.000,15.63
165893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2010-11,2010-12-01T00:00:00.000,24.44
166660,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2009,2009-06-01T00:00:00.000,13.73
167781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2013,2012-12-01T00:00:00.000,15.06
741240,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2021,2021-01-01T00:00:00.000,14.85
165970,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2011-12,2011-12-01T00:00:00.000,20.60
165852,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2009-10,2009-12-01T00:00:00.000,23.48
213631,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2014,2013-12-01T00:00:00.000,17.34
550153,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2017,2017-06-01T00:00:00.000,12.64
550155,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2016-17,2016-12-01T00:00:00.000,24.09
603096,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2018,2018-06-01T00:00:00.000,12.27
667845,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2020,2020-06-01T00:00:00.000,8.42
669917,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2019-20,2019-12-01T00:00:00.000,6.97
650003,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Summer 2019,2019-06-01T00:00:00.000,7.60
411082,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2016,2015-12-31T00:00:00.000,6.78
170395,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2012,2011-12-01T00:00:00.000,8.05
170377,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2012,2011-12-01T00:00:00.000,8.24
168448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2008-09,2008-12-01T00:00:00.000,11.72
213808,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2013-14,2013-12-01T00:00:00.000,10.35
650056,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2019,2019-01-01T00:00:00.000,6.03
606058,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2017-18,2017-12-01T00:00:00.000,7.47
168489,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2009-10,2009-12-01T00:00:00.000,8.85
168607,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2011-12,2011-12-01T00:00:00.000,7.86
214144,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2014,2013-12-01T00:00:00.000,8.32
168550,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2010-11,2010-12-01T00:00:00.000,11.60
166655,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2009,2009-06-01T00:00:00.000,24.26
167776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2013,2012-12-01T00:00:00.000,22.84
336816,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2014-15,2014-12-01T00:00:00.000,26.73
550085,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2017,2017-01-01T00:00:00.000,20.54
740985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2021,2021-01-01T00:00:00.000,15.66
175365,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2010-11,2010-12-01T00:00:00.000,30.69
175911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2009,2009-06-01T00:00:00.000,19.91
336588,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2014-15,2014-12-01T00:00:00.000,24.70
168441,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2008-09,2008-12-01T00:00:00.000,13.51
606037,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2017-18,2017-12-01T00:00:00.000,8.02
169532,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2013,2013-06-01T00:00:00.000,10.70
169473,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2012,2012-06-01T00:00:00.000,10.77
411019,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2016,2015-12-31T00:00:00.000,7.96
170313,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2011,2010-12-01T00:00:00.000,10.36
213962,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2014,2014-06-01T00:00:00.000,9.02
170195,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2009,2008-12-01T00:00:00.000,10.79
649989,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2018-19,2018-12-01T00:00:00.000,7.34
179767,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503,Willowbrook,2015,2015-01-01T00:00:00.000,0.00
179781,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2015,2015-01-01T00:00:00.000,1.30
179779,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,403,Flushing - Clearview,2015,2015-01-01T00:00:00.000,3.00
179795,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,303,East Harlem,2015,2015-01-01T00:00:00.000,4.80
605723,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2018,2018-01-01T00:00:00.000,7.39
742223,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Summer 2021,2021-06-01T00:00:00.000,8.69
410797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2016,2015-12-31T00:00:00.000,8.19
168602,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2011-12,2011-12-01T00:00:00.000,9.62
168484,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2009-10,2009-12-01T00:00:00.000,10.35
214139,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2014,2013-12-01T00:00:00.000,9.20
547692,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2017,2017-06-01T00:00:00.000,9.17
178545,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2012,2011-12-01T00:00:00.000,9.98
178547,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2012,2011-12-01T00:00:00.000,11.19
742496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2021,2021-06-01T00:00:00.000,8.24
411028,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2016,2015-12-31T00:00:00.000,7.60
605954,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2018,2018-01-01T00:00:00.000,7.11
742454,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Summer 2021,2021-06-01T00:00:00.000,8.63
411118,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2016,2015-12-31T00:00:00.000,7.29
650990,386,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2019,2019-06-01T00:00:00.000,37.44
216593,386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2012,2012-06-01T00:00:00.000,33.89
216594,386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2013,2013-06-01T00:00:00.000,30.83
169311,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2009,2009-06-01T00:00:00.000,10.84
334281,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2014-15,2014-12-01T00:00:00.000,8.94
547696,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2017,2017-01-01T00:00:00.000,7.38
742491,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2021,2021-01-01T00:00:00.000,6.50
742461,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2021,2021-01-01T00:00:00.000,6.55
411064,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2016,2015-12-31T00:00:00.000,7.77
606044,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2018,2018-01-01T00:00:00.000,6.79
742544,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2021,2021-06-01T00:00:00.000,8.13
169508,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Summer 2012,2012-06-01T00:00:00.000,9.81
169567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Summer 2013,2013-06-01T00:00:00.000,9.91
411124,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Annual Average 2016,2015-12-31T00:00:00.000,6.87
216414,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2013,2013-06-01T00:00:00.000,31.59
743627,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2021,2021-06-01T00:00:00.000,30.32
743599,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2021,2021-06-01T00:00:00.000,31.09
216581,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2012,2012-06-01T00:00:00.000,33.20
412756,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2016,2015-12-31T00:00:00.000,20.11
603029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,2018-01-01T00:00:00.000,19.12
603083,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2018,2018-01-01T00:00:00.000,18.17
741275,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2021,2021-06-01T00:00:00.000,10.83
606050,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Annual Average 2018,2018-01-01T00:00:00.000,6.48
742550,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Summer 2021,2021-06-01T00:00:00.000,7.91
605990,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,2018-01-01T00:00:00.000,7.13
167739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2012,2011-12-01T00:00:00.000,19.41
671094,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2020,2020-06-01T00:00:00.000,29.45
151582,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2009-2011,2009-01-01T00:00:00.000,3.50
151593,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2009-2011,2009-01-01T00:00:00.000,5.80
151613,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2009-2011,2009-01-01T00:00:00.000,12.10
131322,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01T00:00:00.000,5.80
131353,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2005-2007,2005-01-01T00:00:00.000,8.00
131333,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,2005-01-01T00:00:00.000,6.60
131315,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01T00:00:00.000,6.30
131247,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01T00:00:00.000,18.20
518974,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2012-2014,2012-01-02T00:00:00.000,53.99
628523,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2015-2017,2015-01-01T00:00:00.000,45.60
165910,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2010-11,2010-12-01T00:00:00.000,28.40
166677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2009,2009-06-01T00:00:00.000,18.47
336882,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2014-15,2014-12-01T00:00:00.000,24.09
603038,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2018,2018-01-01T00:00:00.000,18.50
741230,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2021,2021-06-01T00:00:00.000,11.63
412759,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2016,2015-12-31T00:00:00.000,18.54
603032,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2018,2018-01-01T00:00:00.000,17.70
131449,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2009-2011,2009-01-01T00:00:00.000,92.00
518916,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02T00:00:00.000,48.83
628465,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2015-2017,2015-01-01T00:00:00.000,46.10
216585,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2010,2010-06-01T00:00:00.000,34.60
216586,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2011,2011-06-01T00:00:00.000,34.17
412122,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2016,2016-06-01T00:00:00.000,34.86
166734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2010,2010-06-01T00:00:00.000,17.03
166793,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2011,2011-06-01T00:00:00.000,16.78
412812,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2016,2016-06-01T00:00:00.000,12.12
741283,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2020-21,2020-12-01T00:00:00.000,20.86
171561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2008-09,2008-12-01T00:00:00.000,29.69
211573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2013-14,2013-12-01T00:00:00.000,26.95
171587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2008-09,2008-12-01T00:00:00.000,42.67
171576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2008-09,2008-12-01T00:00:00.000,34.29
643495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2019,2019-01-01T00:00:00.000,19.40
211570,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2013-14,2013-12-01T00:00:00.000,30.99
667346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2019-20,2019-12-01T00:00:00.000,27.58
171702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2012-13,2012-12-01T00:00:00.000,25.30
336638,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2015,2015-06-01T00:00:00.000,13.88
172615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2010,2009-12-01T00:00:00.000,22.06
336623,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2015,2015-06-01T00:00:00.000,16.04
667436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2019-20,2019-12-01T00:00:00.000,22.92
171723,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2012-13,2012-12-01T00:00:00.000,34.64
221829,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2013,2013-06-01T00:00:00.000,29.66
221828,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2012,2012-06-01T00:00:00.000,32.12
221961,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2013,2013-06-01T00:00:00.000,24.10
221960,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2012,2012-06-01T00:00:00.000,26.62
221955,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2013,2013-06-01T00:00:00.000,24.26
221804,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2012,2012-06-01T00:00:00.000,34.08
221805,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2013,2013-06-01T00:00:00.000,30.79
221918,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2012,2012-06-01T00:00:00.000,34.46
221954,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2012,2012-06-01T00:00:00.000,26.81
743656,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2021,2021-06-01T00:00:00.000,27.39
177932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2012,2012-06-01T00:00:00.000,9.41
